2020-02-15 06:27:09,235 - LOGLEVEL:DEBUG  MESSAGE:domain: localhost connected
2020-02-15 06:27:09,963 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,966 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,967 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,985 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,986 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,995 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,995 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,995 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,243 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,243 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,244 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,248 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,248 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,249 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,254 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,256 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,256 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,257 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,266 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,268 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,269 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,513 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,513 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,514 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,516 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,521 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,524 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,524 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,525 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,526 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,536 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,538 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,539 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,539 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,539 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,539 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,540 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,544 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,673 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,673 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,687 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,690 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,690 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,690 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,699 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,700 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,716 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,717 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,717 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,717 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,718 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,722 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,724 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,724 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,725 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,727 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,729 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,732 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,986 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,988 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,989 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:10,999 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,000 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,002 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,002 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,002 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,002 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,002 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,003 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,009 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,247 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,255 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,257 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,259 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,261 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,261 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,261 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:11,261 - LOGLEVEL:DEBUG  MESSAGE:Sending process ends
2020-02-15 06:27:11,267 - LOGLEVEL:DEBUG  MESSAGE:Disconnect..
